Περιοχή,ΤΚ,"Νέες συνδέσεις","Μήνας σύνδεσης"
ΜΑΡΟΥΣΙ,15125,1,04/2023
ΠΟΛΥΔΡΟΣΟ,15125,4,04/2023
ΣΩΡΟΥ,15125,1,04/2023
ΜΑΡΟΥΣΙ,15126,1,04/2023
"ΝΕΑ ΛΕΣΒΟΣ",15126,1,04/2023
ΜΕΛΙΣΣΙΑ,15127,4,04/2023
ΧΑΛΑΝΔΡΙ,15232,6,04/2023
ΧΑΛΑΝΔΡΙ,15233,1,04/2023
ΧΑΛΑΝΔΡΙ,15234,3,04/2023
ΧΑΛΑΝΔΡΙ,15235,1,04/2023
ΦΙΛΟΘΕΗ,15237,3,04/2023
ΠΑΤΗΜΑ,15238,9,04/2023
"ΑΓ. ΠΑΡΑΣΚΕΥΗ",15341,1,04/2023
"ΑΓ. ΠΑΡΑΣΚΕΥΗ",15342,4,04/2023
ΚΟΝΤΟΠΕΥΚΟ,15343,1,04/2023
ΠΑΡΑΔΕΙΣΟΣ,15343,2,04/2023
ΠΕΥΚΑΚΙΑ,15343,4,04/2023
ΓΕΡΑΚΑΣ,15344,1,04/2023
ΚΑΝΤΖΑ,15351,1,04/2023
ΠΑΛΛΗΝΗ,15351,1,04/2023
"ΓΛΥΚΑ ΝΕΡΑ",15354,1,04/2023
ΨΥΧΙΚΟ,15452,1,04/2023
ΧΟΛΑΡΓΟΣ,15561,1,04/2023
ΧΟΛΑΡΓΟΣ,15562,2,04/2023
ΠΑΠΑΓΟΣ,15669,6,04/2023
ΖΩΓΡΑΦΟΥ,15771,11,04/2023
ΖΩΓΡΑΦΟΥ,15772,2,04/2023
ΚΑΙΣΑΡΙΑΝΗ,16121,1,04/2023
ΚΑΙΣΑΡΙΑΝΗ,16122,30,04/2023
ΒΥΡΩΝΑΣ,16232,1,04/2023
ΜΕΤΑΜΟΡΦΩΣΗ,16232,2,04/2023
ΗΛΙΟΥΠΟΛΗ,16341,5,04/2023
ΑΣΤΥΝΟΜΙΚΑ,16342,2,04/2023
"ΑΓ. ΜΑΡΙΝΑ",16343,4,04/2023
ΗΛΙΟΥΠΟΛΗ,16345,1,04/2023
ΚΑΝΑΡΙΑ,16345,1,04/2023
ΝΗΣΑΚΙ,16345,1,04/2023
"ΑΓ. ΚΩΝΣΤΑΝΤΙΝΟΣ",16346,1,04/2023
ΗΛΙΟΥΠΟΛΗ,16346,5,04/2023
ΑΡΓΥΡΟΥΠΟΛΗ,16451,10,04/2023
ΑΡΓΥΡΟΥΠΟΛΗ,16452,11,04/2023
ΓΛΥΦΑΔΑ,16561,1,04/2023
ΤΕΡΨΙΘΕΑ,16561,2,04/2023
ΓΛΥΦΑΔΑ,16562,2,04/2023
ΤΕΡΨΙΘΕΑ,16562,32,04/2023
ΒΑΡΗ,16672,1,04/2023
ΒΟΥΛΑ,16673,3,04/2023
ΔΙΚΗΓΟΡΙΚΑ,16673,2,04/2023
ΚΑΛΥΜΝΙΩΝ,16673,2,04/2023
ΠΑΝΟΡΑΜΑ,16673,3,04/2023
"ΑΓ. ΝΙΚΟΛΑΟΣ",16674,4,04/2023
ΚΑΡΒΕΛΑΣ,16674,18,04/2023
ΓΛΥΦΑΔΑ,16675,1,04/2023
ΕΛΛΗΝΙΚΟ,16777,11,04/2023
ΣΟΥΡΜΕΝΑ,16777,1,04/2023
"ΝΕΑ ΣΜΥΡΝΗ",17121,14,04/2023
"ΝΕΑ ΣΜΥΡΝΗ",17124,3,04/2023
ΔΑΦΝΗ,17234,3,04/2023
ΔΑΦΝΗ,17236,1,04/2023
ΔΑΦΝΗ,17237,1,04/2023
ΥΜΗΤΤΟΣ,17237,1,04/2023
"ΑΓ. ΔΗΜΗΤΡΙΟΣ",17341,1,04/2023
ΑΣΥΡΜΑΤΟΣ,17341,2,04/2023
"ΕΘΝΙΚΗΣ ΑΝΤΙΣΤΑΣΗΣ",17342,1,04/2023
"ΑΓ. ΔΗΜΗΤΡΙΟΣ",17343,1,04/2023
ΕΛΗΑ,17343,1,04/2023
ΚΑΛΑΜΑΚΙ,17455,9,04/2023
ΚΥΘΗΡΙΩΝ,17456,1,04/2023
"ΠΑΛΑΙΟ ΦΑΛΗΡΟ",17561,10,04/2023
"ΠΑΛΑΙΟ ΦΑΛΗΡΟ",17562,1,04/2023
"ΠΑΛΑΙΟ ΦΑΛΗΡΟ",17563,1,04/2023
ΚΑΛΛΙΘΕΑ,17672,1,04/2023
ΧΑΡΟΚΟΠΟΥ,17672,12,04/2023
ΤΖΙΤΖΙΦΙΕΣ,17673,1,04/2023
ΤΖΙΤΖΙΦΙΕΣ,17674,6,04/2023
ΚΑΛΛΙΘΕΑ,17676,12,04/2023
"ΠΛΑΤΕΙΑ ΕΛΕΥΘΕΡΙΑΣ",18120,1,04/2023
"ΑΝΩ ΚΟΡΥΔΑΛΛΟΣ",18121,1,04/2023
ΚΟΡΥΔΑΛΛΟΣ,18121,1,04/2023
ΣΧΙΣΤΟ,18122,1,04/2023
"ΑΓ. Ι. ΡΕΝΤΗΣ",18233,1,04/2023
ΑΠΟΛΛΩΝ,18233,1,04/2023
ΠΑΡΑΛΙΑ,18344,1,04/2023
"ΑΓ. ΝΙΚΟΛΑΟΣ",18450,1,04/2023
ΝΙΚΑΙΑ,18450,3,04/2023
ΚΡΗΝΗ,18451,1,04/2023
ΧΑΛΚΗΔΟΝΑ,18451,2,04/2023
ΑΝΑΛΗΨΗ,18452,1,04/2023
ΝΕΑΠΟΛΗ,18452,3,04/2023
"ΟΣΙΑ ΞΕΝΗ",18453,1,04/2023
"ΑΣΠΡΑ ΧΩΜΑΤΑ",18454,7,04/2023
"Π. ΚΟΚΚΙΝΙΑ",18454,1,04/2023
ΠΕΡΙΒΟΛΑΚΙ,18454,1,04/2023
ΔΗΜΟΤΙΚΟ,18531,1,04/2023
ΚΕΝΤΡΟ,18531,3,04/2023
"ΛΑΚΚΑ ΒΑΒΟΥΛΑ",18532,1,04/2023
"ΛΑΚΚΑ ΒΑΒΟΥΛΑ",18533,1,04/2023
ΜΥΡΤΙΔΙΩΤΙΣΣΑ,18533,3,04/2023
ΔΗΜΟΤΙΚΟ,18534,1,04/2023
ΚΡΗΤΙΚΑ,18534,2,04/2023
ΔΗΜΟΤΙΚΟ,18535,1,04/2023
ΚΕΝΤΡΟ,18535,6,04/2023
ΖΑΝΕΙΟ,18537,1,04/2023
ΚΑΛΛΙΠΟΛΗ,18539,2,04/2023
ΑΠΟΛΛΩΝ,18541,2,04/2023
"ΑΓ. ΣΟΦΙΑ",18543,2,04/2023
ΜΑΝΙΑΤΙΚΑ,18544,6,04/2023
"ΑΓ. ΓΕΩΡΓΙΟΣ",18755,1,04/2023
ΕΥΓΕΝΕΙΑ,18755,2,04/2023
ΧΑΡΑΥΓΗ,18755,1,04/2023
"ΑΓ. ΓΕΩΡΓΙΟΣ",18756,4,04/2023
"ΑΓ. ΠΑΝΤΕΛΕΗΜΟΝΑΣ",18756,1,04/2023
ΧΑΛΚΗΔΩΝ,18756,1,04/2023
ΑΜΦΙΑΛΗ,18757,1,04/2023
ΚΟΚΚΙΝΟΒΡΑΧΟΣ,18757,2,04/2023
"ΑΓ. ΜΗΝΑΣ",18758,1,04/2023
ΑΜΦΙΑΛΗ,18758,2,04/2023
"ΑΓ. ΝΙΚΟΛΑΟΣ",18863,2,04/2023
ΜΠΛΑΖΑΚΗ,18863,2,04/2023
ΠΑΠΑΔΟΠΟΥΛΟΥ,18863,1,04/2023
"ΝΕΟ ΙΚΟΝΙΟ",18883,1,04/2023
"ΑΓ. ΝΙΚΟΛΑΟΣ",18900,1,04/2023
ΗΛΙΑΚΤΗ,18900,1,04/2023
ΤΣΑΜΗ,18900,1,04/2023
ΠΑΛΟΥΚΙΑ,18901,1,04/2023
"ΑΙΑΝΤΕΙΟ ΚΑΚΗ ΒΙΓΛΑ",18903,1,04/2023
ΚΑΝΑΚΙΑ,18903,1,04/2023
ΠΕΡΑΝΙ,18903,1,04/2023
"ΝΕΑ ΠΕΡΑΜΟΣ",19006,1,04/2023
ΜΑΓΟΥΛΑ,19018,3,04/2023
ΕΛΕΥΣΙΝΑ,19200,4,04/2023
"ΑΓ. ΓΕΩΡΓΙΟΣ",19300,1,04/2023
"ΑΓ. ΠΑΡΑΣΚΕΥΗ",19300,1,04/2023
ΑΣΠΡΟΠΥΡΓΟΣ,19300,2,04/2023
ΣΙΔΕΡΑ,19300,2,04/2023
ΒΑΘΗΣ,10438,1,04/2024
"ΑΓ. ΠΑΝΤΕΛΕΗΜΩΝ",10440,1,04/2024
"ΑΚΑΔ. ΠΛΑΤΩΝΟΣ",10441,26,04/2024
"ΑΚΑΔ. ΠΛΑΤΩΝΟΣ",10442,5,04/2024
ΚΟΛΟΚΥΝΘΟΥ,10442,1,04/2024
ΚΟΛΟΚΥΝΘΟΥ,10443,1,04/2024
ΚΟΛΩΝΟΣ,10444,3,04/2024
"ΑΓ. ΜΕΛΕΤΙΟΥ",10446,2,04/2024
"ΠΡΟΦ. ΔΑΝΙΗΛ",10447,2,04/2024
ΚΕΝΤΡΟ,10551,3,04/2024
ΚΕΝΤΡΟ,10552,1,04/2024
ΨΥΡΡΗ,10553,1,04/2024
ΚΕΝΤΡΟ,10554,4,04/2024
ΨΥΡΡΗ,10554,4,04/2024
ΚΕΝΤΡΟ,10559,1,04/2024
ΚΕΝΤΡΟ,10562,5,04/2024
ΣΤΡΕΦΗ,10677,1,04/2024
ΕΞΑΡΧΕΙΑ,10678,5,04/2024
ΚΕΝΤΡΟ,10678,1,04/2024
ΕΞΑΡΧΕΙΑ,10681,1,04/2024
ΜΟΥΣΕΙΟ,10682,2,04/2024
ΚΥΠΡΙΑΔΟΥ,11141,1,04/2024
ΓΑΛΑΤΣΙ,11142,1,04/2024
ΛΑΜΠΡΙΝΗ,11142,8,04/2024
ΡΙΖΟΥΠΟΛΗ,11142,1,04/2024
ΚΛΩΝΑΡΙΔΟΥ,11144,4,04/2024
"ΑΓ. ΕΛΕΥΘΕΡΙΟΣ",11145,1,04/2024
"ΚΑΤΩ ΠΑΤΗΣΙΑ",11145,1,04/2024
"ΤΡΕΙΣ ΓΕΦΥΡΕΣ",11145,1,04/2024
ΓΑΛΑΤΣΙ,11146,4,04/2024
ΓΑΛΑΤΣΙ,11147,8,04/2024
"ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ",11252,1,04/2024
ΚΟΛΙΑΤΣΟΥ,11255,1,04/2024
ΚΟΛΙΑΤΣΟΥ,11256,5,04/2024
ΚΥΨΕΛΗ,11362,2,04/2024
ΚΥΨΕΛΗ,11363,1,04/2024
"ΑΝΩ ΚΥΨΕΛΗ",11364,1,04/2024
ΚΑΛΛΙΦΡΟΝΑ,11364,7,04/2024
ΕΞΑΡΧΕΙΑ,11473,1,04/2024
ΣΤΡΕΦΗ,11473,1,04/2024
ΑΜΠΕΛΟΚΗΠΟΙ,11521,1,04/2024
ΚΟΛΩΝΑΚΙ,11521,1,04/2024
ΑΜΠΕΛΟΚΗΠΟΙ,11522,5,04/2024
ΓΚΥΖΗ,11524,2,04/2024
ΕΛΛΗΝΟΡΩΣΩΝ,11525,6,04/2024
ΑΜΠΕΛΟΚΗΠΟΙ,11526,1,04/2024
"ΕΡΥΘΡΟΣ ΣΤΑΥΡΟΣ",11526,1,04/2024
ΑΜΠΕΛΟΚΗΠΟΙ,11527,1,04/2024
ΠΑΓΚΡΑΤΙ,11633,2,04/2024
ΠΑΓΚΡΑΤΙ,11635,3,04/2024
"ΠΑΓΚΡΑΤΙ ΣΤΑΔΙΟ",11635,2,04/2024
ΜΕΤΣ,11636,3,04/2024
"ΠΑΓΚΡΑΤΙ ΣΤΑΔΙΟ",11636,1,04/2024
ΜΑΚΡΥΓΙΑΝΝΗ,11743,1,04/2024
"ΑΓ. ΣΩΣΤΗΣ",11745,1,04/2024
ΜΑΚΡΥΓΙΑΝΝΗ,11745,2,04/2024
"ΑΝΩ ΠΕΤΡΑΛΩΝΑ",11851,1,04/2024
"ΑΝΩ ΠΕΤΡΑΛΩΝΑ",11852,1,04/2024
ΒΟΤΑΝΙΚΟΣ,11855,6,04/2024
ΠΕΡΙΣΤΕΡΙ,12131,2,04/2024
"Ν. ΚΟΛΟΚΥΝΘΟΥ",12132,2,04/2024
ΠΕΡΙΣΤΕΡΙ,12132,4,04/2024
ΜΠΟΥΡΝΑΖΙ,12133,14,04/2024
ΠΕΡΙΣΤΕΡΙ,12134,8,04/2024
ΑΝΘΟΥΠΟΛΗ,12135,7,04/2024
"ΑΣΠΡΑ ΧΩΜΑΤΑ",12135,3,04/2024
ΠΕΡΙΣΤΕΡΙ,12136,4,04/2024
"ΑΓ. ΙΕΡΟΘΕΟΣ",12137,2,04/2024
"ΑΣΠΡΑ ΧΩΜΑΤΑ",12137,2,04/2024
ΠΕΡΙΣΤΕΡΙ,12137,2,04/2024
"ΑΓ. ΣΑΒΒΑΣ",12241,1,04/2024
"ΑΡ. ΙΕΡΑΣ ΟΔΟΥ",12241,1,04/2024
"ΑΓ. ΣΠΥΡΙΔΩΝ",12242,1,04/2024
"ΔΕΞ. ΙΕΡΑΣ ΟΔΟΥ",12242,4,04/2024
ΛΙΟΥΜΗ,12243,11,04/2024
ΙΕΡΑΠΟΛΗ,12244,4,04/2024
ΝΤΑΜΑΡΑΚΙΑ,12244,6,04/2024
"ΑΡ. ΕΛ. ΒΕΝΙΖΕΛΟΥ",12351,2,04/2024
"ΔΕΞ. ΕΛ. ΒΕΝΙΖΕΛΟΥ",12351,2,04/2024
"ΣΥΝ. ΣΙΔΗΡΟΠΟΥΛΟΥ",12461,1,04/2024
ΧΑΙΔΑΡΙ,12461,6,04/2024
ΔΑΣΟΣ,12462,13,04/2024
ΙΛΙΟΝ,13121,1,04/2024
ΠΑΛΑΤΙΑΝΗ,13121,8,04/2024
ΙΛΙΟΝ,13122,7,04/2024
ΡΑΔΙΟΦΩΝΙΑ,13122,1,04/2024
ΙΛΙΟΝ,13123,3,04/2024
ΜΙΧΕΛΗ,13123,4,04/2024
ΠΕΤΡΟΥΠΟΛΗ,13231,16,04/2024
ΜΙΧΕΛΗ,13232,1,04/2024
ΠΕΤΡΟΥΠΟΛΗ,13232,2,04/2024
"ΑΓ. ΝΙΚΟΛΑΟΣ",13451,3,04/2024
ΓΕΡΟΒΟΥΝΟ,13451,6,04/2024
ΚΑΜΑΤΕΡΟ,13451,4,04/2024
"Ν. ΟΛΥΜΠΙΑ",13451,1,04/2024
ΖΕΦΥΡΙ,13461,1,04/2024
"ΑΓ. ΑΝΑΡΓΥΡΟΙ",13562,2,04/2024
"ΠΥΡΓΟΣ ΒΑΣΙΛΙΣΣΗΣ",13562,1,04/2024
"ΑΓ. ΑΝΝΑ",13671,3,04/2024
ΓΕΡΟΒΟΥΝΟ,13671,1,04/2024
ΛΥΚΟΤΡΥΠΑ,13671,2,04/2024
"ΑΓ. ΑΘΑΝΑΣΙΟΣ",13672,1,04/2024
"ΑΓ. ΜΑΡΙΝΑ",13672,1,04/2024
ΑΥΛΙΖΑ,13672,2,04/2024
ΝΕΑΠΟΛΗ,13672,2,04/2024
"ΑΓ. ΠΕΤΡΟΣ",13675,5,04/2024
ΒΑΡΥΜΠΟΜΠΗ,13677,1,04/2024
"ΑΓ. ΠΕΤΡΟΣ",13678,1,04/2024
ΛΑΘΕΑ,13678,4,04/2024
ΑΓΡΙΛΕΖΑ,13679,1,04/2024
"ΜΕΓ. ΣΧΙΝΑ",13679,1,04/2024
ΠΑΝΟΡΑΜΑ,13679,1,04/2024
ΗΡΑΚΛΕΙΟ,14121,4,04/2024
"ΝΕΟ ΗΡΑΚΛΕΙΟ",14121,1,04/2024
ΗΡΑΚΛΕΙΟ,14122,2,04/2024
"ΝΕΑ ΙΩΝΙΑ",14231,5,04/2024
"ΝΕΑ ΙΩΝΙΑ",14233,1,04/2024
ΝΕΑΠΟΛΗ,14233,1,04/2024
ΚΑΛΟΓΡΕΖΑ,14234,1,04/2024
ΑΛΣΟΥΠΟΛΗ,14235,2,04/2024
"ΚΟΚ. ΜΥΛΟΣ",14342,2,04/2024
"ΝΕΑ ΜΑΔΥΤΟΣ",14342,1,04/2024
"ΝΕΑ ΧΑΛΚΗΔΟΝΑ",14343,3,04/2024
ΜΕΤΑΜΟΡΦΩΣΗ,14451,1,04/2024
ΜΕΤΑΜΟΡΦΩΣΗ,14452,1,04/2024
ΚΕΦΑΛΑΡΙ,14562,1,04/2024
ΚΟΚΚΙΝΑΡΑΣ,14562,2,04/2024
ΚΗΦΙΣΙΑ,14563,1,04/2024
ΑΔΑΜΕΣ,14564,1,04/2024
"ΝΕΑ ΚΗΦΙΣΙΑ",14564,3,04/2024
ΠΕΥΚΗ,15121,11,04/2024
ΜΑΡΟΥΣΙ,15122,2,04/2024
"ΑΓ. ΘΩΜΑΣ",15123,4,04/2024
ΜΑΡΟΥΣΙ,15124,5,04/2024
ΜΑΡΟΥΣΙ,15125,3,04/2024
ΣΩΡΟΥ,15125,1,04/2024
"Ν. ΜΑΡΟΥΣΙ",15126,2,04/2024
"ΝΕΑ ΛΕΣΒΟΣ",15126,1,04/2024
"ΣΥΝ ΚΑΡΠΑΘΙΩΝ",15126,1,04/2024
ΜΕΛΙΣΣΙΑ,15127,13,04/2024
ΧΑΛΑΝΔΡΙ,15231,3,04/2024
"ΚΑΤΩ ΧΑΛΑΝΔΡΙ",15232,1,04/2024
ΧΑΛΑΝΔΡΙ,15233,5,04/2024
ΧΑΛΑΝΔΡΙ,15234,11,04/2024
"ΝΕΑ ΠΕΝΤΕΛΗ",15236,2,04/2024
ΠΕΝΤΕΛΗ,15236,1,04/2024
ΦΙΛΟΘΕΗ,15237,4,04/2024
ΠΑΤΗΜΑ,15238,6,04/2024
"ΑΓ. ΠΑΡΑΣΚΕΥΗ",15341,14,04/2024
"ΝΕΑ ΖΩΗ",15341,2,04/2024
"ΑΓ. ΠΑΡΑΣΚΕΥΗ",15342,2,04/2024
ΚΟΝΤΟΠΕΥΚΟ,15343,1,04/2024
ΠΑΡΑΔΕΙΣΟΣ,15343,1,04/2024
ΠΕΥΚΑΚΙΑ,15343,3,04/2024
"ΓΛΥΚΑ ΝΕΡΑ",15354,2,04/2024
"ΝΕΟ ΨΥΧΙΚΟ",15451,11,04/2024
ΨΥΧΙΚΟ,15452,3,04/2024
ΧΟΛΑΡΓΟΣ,15561,9,04/2024
ΖΩΓΡΑΦΟΥ,15773,1,04/2024
ΚΑΙΣΑΡΙΑΝΗ,16121,1,04/2024
ΧΙΛΤΟΝ,16121,1,04/2024
ΚΑΙΣΑΡΙΑΝΗ,16122,6,04/2024
ΑΝΑΛΗΨΗ,16231,3,04/2024
ΒΥΡΩΝΑΣ,16231,2,04/2024
"ΖΩΟΔΟΧΟΥ ΠΗΓΗΣ",16231,1,04/2024
ΒΥΡΩΝΑΣ,16232,11,04/2024
ΗΛΙΟΥΠΟΛΗ,16341,1,04/2024
ΑΣΤΥΝΟΜΙΚΑ,16342,1,04/2024
"ΑΓ. ΜΑΡΙΝΑ",16343,8,04/2024
ΝΗΣΑΚΙ,16343,7,04/2024
"ΑΓ. ΜΑΡΙΝΑ",16344,2,04/2024
ΗΛΙΟΥΠΟΛΗ,16344,1,04/2024
"ΑΓ. ΜΑΡΙΝΑ",16345,2,04/2024
"ΑΓ. ΚΩΝΣΤΑΝΤΙΝΟΣ",16346,3,04/2024
ΗΛΙΟΥΠΟΛΗ,16346,1,04/2024
ΑΡΓΥΡΟΥΠΟΛΗ,16451,3,04/2024
ΑΡΓΥΡΟΥΠΟΛΗ,16452,1,04/2024
ΧΑΣΑΝΙ,16452,2,04/2024
ΓΛΥΦΑΔΑ,16561,13,04/2024
ΚΑΦΕΠΩΛΕΣ,16561,1,04/2024
"ΣΑΜΙΩΝ ΙΚΑΡΙΩΝ",16561,1,04/2024
ΤΕΡΨΙΘΕΑ,16561,25,04/2024
ΓΛΥΦΑΔΑ,16562,1,04/2024
ΤΕΡΨΙΘΕΑ,16562,3,04/2024
ΒΑΡΗ,16672,1,04/2024
ΜΗΛΑΔΕΖΑ,16672,7,04/2024
ΒΟΥΛΑ,16673,12,04/2024
ΔΙΚΗΓΟΡΙΚΑ,16673,2,04/2024
ΚΑΛΥΜΝΙΩΝ,16673,1,04/2024
ΠΑΝΟΡΑΜΑ,16673,4,04/2024
ΓΛΥΦΑΔΑ,16674,12,04/2024
ΚΑΡΒΕΛΑΣ,16674,3,04/2024
ΒΟΣΠΟΡΟΣ,16675,1,04/2024
ΓΛΥΦΑΔΑ,16675,6,04/2024
ΕΛΛΗΝΙΚΟ,16777,12,04/2024
"ΝΕΑ ΣΜΥΡΝΗ",17121,2,04/2024
"ΝΕΑ ΣΜΥΡΝΗ",17122,4,04/2024
"ΝΕΑ ΣΜΥΡΝΗ",17123,1,04/2024
"ΝΕΑ ΣΜΥΡΝΗ",17124,13,04/2024
ΔΑΦΝΗ,17234,1,04/2024
"ΑΓ. ΒΑΡΒΑΡΑ",17235,6,04/2024
ΔΑΦΝΗ,17235,17,04/2024
ΔΑΦΝΗ,17236,1,04/2024
ΧΑΡΑΥΓΗ,17236,2,04/2024
ΥΜΗΤΤΟΣ,17237,2,04/2024
ΑΣΥΡΜΑΤΟΣ,17341,5,04/2024
ΣΑΡΩΝΙΚΟΣ,17341,3,04/2024
ΑΓΡΙΛΙΟΣ,17342,4,04/2024
ΑΝΟΙΞΗ,17342,1,04/2024
"ΕΘΝΙΚΗΣ ΑΝΤΙΣΤΑΣΗΣ",17342,2,04/2024
"ΑΓ. ΔΗΜΗΤΡΙΟΣ",17343,2,04/2024
ΣΑΡΩΝΙΚΟΣ,17343,1,04/2024
ΑΛΙΜΟΣ,17455,1,04/2024
ΚΑΛΑΜΑΚΙ,17455,3,04/2024
ΤΡΑΥΜΑΤΙΩΝ,17455,3,04/2024
ΧΑΣΑΝΙ,17455,1,04/2024
"ΑΓ. ΠΑΝΤΕΛΕΗΜΩΝ",17456,1,04/2024
ΚΥΘΗΡΙΩΝ,17456,2,04/2024
ΤΡΑΥΜΑΤΙΩΝ,17456,3,04/2024
"ΠΑΛΑΙΟ ΦΑΛΗΡΟ",17561,2,04/2024
"ΠΑΛΑΙΟ ΦΑΛΗΡΟ",17562,13,04/2024
ΑΜΦΙΘΕΑ,17563,2,04/2024
ΑΜΦΙΘΕΑ,17564,2,04/2024
ΠΑΝΤΕΙΟΣ,17671,3,04/2024
ΚΑΛΛΙΘΕΑ,17673,7,04/2024
ΤΖΙΤΖΙΦΙΕΣ,17673,1,04/2024
ΤΖΙΤΖΙΦΙΕΣ,17674,2,04/2024
ΚΑΛΛΙΘΕΑ,17675,5,04/2024
ΤΖΙΤΖΙΦΙΕΣ,17675,1,04/2024
ΚΑΛΛΙΘΕΑ,17676,9,04/2024
ΤΑΥΡΟΣ,17778,2,04/2024
"ΑΓ. ΒΑΡΒΑΡΑ",18120,1,04/2024
"ΑΓ. ΓΕΩΡΓΙΟΣ",18120,1,04/2024
"ΑΝΩ ΚΟΡΥΔΑΛΛΟΣ",18120,1,04/2024
ΚΟΡΥΔΑΛΛΟΣ,18120,1,04/2024
"ΠΛΑΤΕΙΑ ΕΛΕΥΘΕΡΙΑΣ",18120,1,04/2024
"ΑΝΩ ΚΟΡΥΔΑΛΛΟΣ",18121,1,04/2024
"Γ ΝΕΚΡΟΤΑΦΕΙΟ",18121,1,04/2024
ΣΧΙΣΤΟ,18121,1,04/2024
ΤΑΞΙΑΡΧΕΣ,18121,2,04/2024
"ΑΝΩ ΚΟΡΥΔΑΛΛΟΣ",18122,2,04/2024
ΣΧΙΣΤΟ,18122,3,04/2024
"ΑΓ. Ι. ΡΕΝΤΗΣ",18233,2,04/2024
ΑΠΟΛΛΩΝ,18233,1,04/2024
ΜΕΤΑΜΟΡΦΩΣΗ,18344,2,04/2024
ΠΑΡΑΛΙΑ,18344,3,04/2024
ΜΕΤΑΜΟΡΦΩΣΗ,18345,5,04/2024
ΣΤΑΘΜΟΣ,18345,1,04/2024
"ΑΓ. ΝΙΚΟΛΑΟΣ",18450,1,04/2024
"Π. ΚΟΚΚΙΝΙΑ",18450,1,04/2024
ΝΕΑΠΟΛΗ,18451,1,04/2024
ΑΝΑΛΗΨΗ,18452,2,04/2024
ΝΕΑΠΟΛΗ,18452,10,04/2024
"ΑΓ. ΝΙΚΟΛΑΟΣ",18453,1,04/2024
ΚΡΗΝΗ,18453,1,04/2024
"ΑΣΠΡΑ ΧΩΜΑΤΑ",18454,3,04/2024
"Γ ΝΕΚΡΟΤΑΦΕΙΟ",18454,1,04/2024
ΚΡΑΤΙΚΟ,18454,3,04/2024
ΠΕΡΙΒΟΛΑΚΙ,18454,1,04/2024
ΔΗΜΟΤΙΚΟ,18531,1,04/2024
ΚΕΝΤΡΟ,18531,1,04/2024
"ΠΛΑΤΕΙΑ ΙΠΠΟΔΑΜΕΙΑΣ",18531,3,04/2024
ΚΕΝΤΡΟ,18535,4,04/2024
ΠΑΣΑΛΙΜΑΝΙ,18536,1,04/2024
ΖΑΝΕΙΟ,18537,1,04/2024
ΦΡΕΑΤΤΥΔΑ,18537,5,04/2024
"ΑΓ. ΝΕΙΛΟΣ",18538,2,04/2024
ΛΕΥΚΑ,18540,5,04/2024
ΡΕΤΣΙΝΑ,18540,12,04/2024
ΑΠΟΛΛΩΝ,18541,2,04/2024
ΚΑΜΙΝΙΑ,18541,5,04/2024
"Π. ΚΟΚΚΙΝΙΑ",18542,2,04/2024
ΛΕΥΚΑ,18543,1,04/2024
ΜΑΝΙΑΤΙΚΑ,18543,2,04/2024
ΟΔΗΓΗΤΡΙΑ,18543,1,04/2024
ΜΑΝΙΑΤΙΚΑ,18544,1,04/2024
ΠΑΠΑΣΤΡΑΤΟΥ,18545,2,04/2024
ΜΑΝΙΑΤΙΚΑ,18546,7,04/2024
ΠΑΠΑΣΤΡΑΤΟΥ,18546,2,04/2024
ΤΑΜΠΟΥΡΙΑ,18546,1,04/2024
"ΝΕΟ ΦΑΛΗΡΟ",18547,23,04/2024
ΔΡΑΠΕΤΣΩΝΑ,18648,2,04/2024
ΑΝΑΣΤΑΣΗ,18755,1,04/2024
ΕΥΓΕΝΕΙΑ,18755,3,04/2024
ΧΑΡΑΥΓΗ,18755,1,04/2024
"ΑΓ. ΓΕΩΡΓΙΟΣ",18756,2,04/2024
ΧΑΛΚΗΔΩΝ,18756,1,04/2024
ΑΜΦΙΑΛΗ,18757,3,04/2024
"ΑΓ. ΑΝΤΩΝΙΟΣ",18758,1,04/2024
"ΑΓ. ΜΗΝΑΣ",18758,1,04/2024
ΜΠΛΑΖΑΚΗ,18863,4,04/2024
ΠΑΠΑΔΟΠΟΥΛΟΥ,18863,1,04/2024
ΠΕΡΑΜΑ,18863,2,04/2024
"ΠΡΟΦ. ΗΛΙΑΣ",18863,4,04/2024
"ΑΓ. ΑΝΔΡΕΑΣ",18900,1,04/2024
ΑΛΩΝΙΑ,18900,1,04/2024
"ΠΡΟΦΗΤΗΣ ΗΛΙΑΣ",18900,1,04/2024
ΣΤΕΝΟ,18900,1,04/2024
ΣΤΡΟΦΗ,18900,1,04/2024
ΠΑΛΟΥΚΙΑ,18901,4,04/2024
ΣΕΛΗΝΙΑ,18902,2,04/2024
"ΑΙΑΝΤΕΙΟ ΝΑΤΟ",18903,2,04/2024
ΓΙΑΛΑ,18903,1,04/2024
"ΝΕΑ ΠΕΡΑΜΟΣ",19006,2,04/2024
ΜΑΓΟΥΛΑ,19018,1,04/2024
"ΓΕΡΜΑΝΙΚΟΣ ΔΡΟΜΟΣ ΒΟΡΕΙΟ",19100,1,04/2024
"ΓΗΠΕΔΟ-ΝΕΟ ΜΕΛΙ",19100,4,04/2024
